userid,movieId,title,rating,genres
62585,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
62629,110,Braveheart (1995),4.5,Action|Drama|War
62629,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
62629,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
62629,527,Schindler's List (1993),4,Drama|War
62629,260,Star Wars: Episode IV - A New Hope (1977),0.5,Action|Adventure|Sci-Fi
62629,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
62629,1307,When Harry Met Sally... (1989),5,Comedy|Romance
62703,110,Braveheart (1995),4,Action|Drama|War
62703,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
62703,356,Forrest Gump (1994),3,Comedy|Drama|Romance|War
62703,527,Schindler's List (1993),5,Drama|War
62703,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
62703,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
62703,1307,When Harry Met Sally... (1989),3,Comedy|Romance
62733,110,Braveheart (1995),4,Action|Drama|War
62733,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
62733,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
62733,527,Schindler's List (1993),5,Drama|War
62733,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
62733,1,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
62733,1307,When Harry Met Sally... (1989),4,Comedy|Romance
62737,110,Braveheart (1995),4.5,Action|Drama|War
62737,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
62737,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
62737,527,Schindler's List (1993),5,Drama|War
62737,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
62737,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
62737,1307,When Harry Met Sally... (1989),4,Comedy|Romance
62817,110,Braveheart (1995),3.5,Action|Drama|War
62817,2959,Fight Club (1999),3.5,Action|Crime|Drama|Thriller
62817,356,Forrest Gump (1994),3.5,Comedy|Drama|Romance|War
62817,527,Schindler's List (1993),4.5,Drama|War
62817,260,Star Wars: Episode IV - A New Hope (1977),3.5,Action|Adventure|Sci-Fi
62817,1,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
62817,1307,When Harry Met Sally... (1989),4,Comedy|Romance
62894,110,Braveheart (1995),5,Action|Drama|War
62894,2959,Fight Club (1999),3,Action|Crime|Drama|Thriller
62894,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
62894,527,Schindler's List (1993),4,Drama|War
62894,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
62894,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
62894,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
62908,110,Braveheart (1995),4.5,Action|Drama|War
62908,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
62908,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
62908,527,Schindler's List (1993),5,Drama|War
62908,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
62908,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
62908,1307,When Harry Met Sally... (1989),5,Comedy|Romance
62919,110,Braveheart (1995),3.5,Action|Drama|War
62919,2959,Fight Club (1999),2.5,Action|Crime|Drama|Thriller
62919,356,Forrest Gump (1994),3,Comedy|Drama|Romance|War
62919,527,Schindler's List (1993),3,Drama|War
62919,260,Star Wars: Episode IV - A New Hope (1977),3.5,Action|Adventure|Sci-Fi
62919,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
62919,1307,When Harry Met Sally... (1989),2,Comedy|Romance
62935,110,Braveheart (1995),4.5,Action|Drama|War
62935,2959,Fight Club (1999),4.5,Action|Crime|Drama|Thriller
62935,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
62935,527,Schindler's List (1993),4.5,Drama|War
62935,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
62935,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
62935,1307,When Harry Met Sally... (1989),4,Comedy|Romance
62945,110,Braveheart (1995),5,Action|Drama|War
62945,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
62945,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
62945,527,Schindler's List (1993),2,Drama|War
62945,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
62945,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
62945,1307,When Harry Met Sally... (1989),3,Comedy|Romance
62970,110,Braveheart (1995),4,Action|Drama|War
62970,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
62970,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
62970,527,Schindler's List (1993),5,Drama|War
62970,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
62970,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
62970,1307,When Harry Met Sally... (1989),4,Comedy|Romance
63021,110,Braveheart (1995),0.5,Action|Drama|War
63021,2959,Fight Club (1999),2,Action|Crime|Drama|Thriller
63021,356,Forrest Gump (1994),1.5,Comedy|Drama|Romance|War
63021,527,Schindler's List (1993),1,Drama|War
63021,260,Star Wars: Episode IV - A New Hope (1977),0.5,Action|Adventure|Sci-Fi
63021,1,Toy Story (1995),2,Adventure|Animation|Children|Comedy|Fantasy
63021,1307,When Harry Met Sally... (1989),2.5,Comedy|Romance
63032,110,Braveheart (1995),5,Action|Drama|War
63032,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
63032,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
63032,527,Schindler's List (1993),4,Drama|War
63032,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
63032,1,Toy Story (1995),1,Adventure|Animation|Children|Comedy|Fantasy
63032,1307,When Harry Met Sally... (1989),4,Comedy|Romance
63173,110,Braveheart (1995),5,Action|Drama|War
63173,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
63173,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
63173,527,Schindler's List (1993),3.5,Drama|War
63173,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
63173,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
63173,1307,When Harry Met Sally... (1989),4.5,Comedy|Romance
63182,110,Braveheart (1995),2,Action|Drama|War
63182,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
63182,356,Forrest Gump (1994),3,Comedy|Drama|Romance|War
63182,527,Schindler's List (1993),4,Drama|War
63182,260,Star Wars: Episode IV - A New Hope (1977),3,Action|Adventure|Sci-Fi
63182,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
63182,1307,When Harry Met Sally... (1989),2,Comedy|Romance
63185,110,Braveheart (1995),2.5,Action|Drama|War
63185,2959,Fight Club (1999),4.5,Action|Crime|Drama|Thriller
63185,356,Forrest Gump (1994),3.5,Comedy|Drama|Romance|War
63185,527,Schindler's List (1993),4.5,Drama|War
63185,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
63185,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
63185,1307,When Harry Met Sally... (1989),2.5,Comedy|Romance
63279,110,Braveheart (1995),2.5,Action|Drama|War
63279,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
63279,356,Forrest Gump (1994),3,Comedy|Drama|Romance|War
63279,527,Schindler's List (1993),2.5,Drama|War
63279,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
63279,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
63279,1307,When Harry Met Sally... (1989),3,Comedy|Romance
63368,110,Braveheart (1995),4.5,Action|Drama|War
63368,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
63368,356,Forrest Gump (1994),3,Comedy|Drama|Romance|War
63368,527,Schindler's List (1993),3.5,Drama|War
63368,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
63368,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
63368,1307,When Harry Met Sally... (1989),2.5,Comedy|Romance
63399,110,Braveheart (1995),4,Action|Drama|War
63399,2959,Fight Club (1999),3,Action|Crime|Drama|Thriller
63399,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
63399,527,Schindler's List (1993),4,Drama|War
63399,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
63399,1,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
63399,1307,When Harry Met Sally... (1989),4.5,Comedy|Romance
63423,110,Braveheart (1995),2,Action|Drama|War
63423,2959,Fight Club (1999),4.5,Action|Crime|Drama|Thriller
63423,356,Forrest Gump (1994),2,Comedy|Drama|Romance|War
63423,527,Schindler's List (1993),5,Drama|War
63423,260,Star Wars: Episode IV - A New Hope (1977),3,Action|Adventure|Sci-Fi
63423,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
63423,1307,When Harry Met Sally... (1989),4,Comedy|Romance
63499,110,Braveheart (1995),5,Action|Drama|War
63499,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
63499,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
63499,527,Schindler's List (1993),4.5,Drama|War
63499,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
63499,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
63499,1307,When Harry Met Sally... (1989),4,Comedy|Romance
63502,110,Braveheart (1995),3,Action|Drama|War
63502,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
63502,356,Forrest Gump (1994),3.5,Comedy|Drama|Romance|War
63502,527,Schindler's List (1993),4,Drama|War
63502,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
63502,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
63502,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
63516,110,Braveheart (1995),4,Action|Drama|War
63516,2959,Fight Club (1999),2,Action|Crime|Drama|Thriller
63516,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
63516,527,Schindler's List (1993),4.5,Drama|War
63516,260,Star Wars: Episode IV - A New Hope (1977),3.5,Action|Adventure|Sci-Fi
63516,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
63516,1307,When Harry Met Sally... (1989),5,Comedy|Romance
63546,110,Braveheart (1995),2,Action|Drama|War
63546,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
63546,356,Forrest Gump (1994),2.5,Comedy|Drama|Romance|War
63546,527,Schindler's List (1993),3.5,Drama|War
63546,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
63546,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
63546,1307,When Harry Met Sally... (1989),2.5,Comedy|Romance
63581,110,Braveheart (1995),1.5,Action|Drama|War
63581,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
63581,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
63581,527,Schindler's List (1993),4,Drama|War
63581,260,Star Wars: Episode IV - A New Hope (1977),2,Action|Adventure|Sci-Fi
63581,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
63581,1307,When Harry Met Sally... (1989),3,Comedy|Romance
63625,110,Braveheart (1995),3,Action|Drama|War
63625,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
63625,356,Forrest Gump (1994),2.5,Comedy|Drama|Romance|War
63625,527,Schindler's List (1993),3.5,Drama|War
63625,260,Star Wars: Episode IV - A New Hope (1977),3.5,Action|Adventure|Sci-Fi
63625,1,Toy Story (1995),2,Adventure|Animation|Children|Comedy|Fantasy
63625,1307,When Harry Met Sally... (1989),3,Comedy|Romance
63682,110,Braveheart (1995),3.5,Action|Drama|War
63682,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
63682,356,Forrest Gump (1994),3,Comedy|Drama|Romance|War
63682,527,Schindler's List (1993),3.5,Drama|War
63682,260,Star Wars: Episode IV - A New Hope (1977),3.5,Action|Adventure|Sci-Fi
63682,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
63682,1307,When Harry Met Sally... (1989),3,Comedy|Romance
63696,110,Braveheart (1995),3.5,Action|Drama|War
63696,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
63696,356,Forrest Gump (1994),3.5,Comedy|Drama|Romance|War
63696,527,Schindler's List (1993),4.5,Drama|War
63696,260,Star Wars: Episode IV - A New Hope (1977),3,Action|Adventure|Sci-Fi
63696,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
63696,1307,When Harry Met Sally... (1989),3,Comedy|Romance
63711,110,Braveheart (1995),3,Action|Drama|War
63711,2959,Fight Club (1999),2.5,Action|Crime|Drama|Thriller
63711,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
63711,527,Schindler's List (1993),4,Drama|War
63711,260,Star Wars: Episode IV - A New Hope (1977),3,Action|Adventure|Sci-Fi
63711,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
63711,1307,When Harry Met Sally... (1989),2.5,Comedy|Romance
63754,110,Braveheart (1995),3.5,Action|Drama|War
63754,2959,Fight Club (1999),3.5,Action|Crime|Drama|Thriller
63754,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
63754,527,Schindler's List (1993),3,Drama|War
63754,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
63754,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
63754,1307,When Harry Met Sally... (1989),3,Comedy|Romance
63771,110,Braveheart (1995),4,Action|Drama|War
63771,2959,Fight Club (1999),3,Action|Crime|Drama|Thriller
63771,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
63771,527,Schindler's List (1993),5,Drama|War
63771,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
63771,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
63771,1307,When Harry Met Sally... (1989),4,Comedy|Romance
63829,110,Braveheart (1995),4,Action|Drama|War
63829,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
63829,356,Forrest Gump (1994),3,Comedy|Drama|Romance|War
63829,527,Schindler's List (1993),5,Drama|War
63829,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
63829,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
63829,1307,When Harry Met Sally... (1989),4,Comedy|Romance
63846,110,Braveheart (1995),4.5,Action|Drama|War
63846,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
63846,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
63846,527,Schindler's List (1993),5,Drama|War
63846,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
63846,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
63846,1307,When Harry Met Sally... (1989),4,Comedy|Romance
63867,110,Braveheart (1995),5,Action|Drama|War
63867,2959,Fight Club (1999),3.5,Action|Crime|Drama|Thriller
63867,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
63867,527,Schindler's List (1993),3.5,Drama|War
63867,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
63867,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
63867,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
63921,110,Braveheart (1995),3,Action|Drama|War
63921,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
63921,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
63921,527,Schindler's List (1993),3,Drama|War
63921,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
63921,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
63921,1307,When Harry Met Sally... (1989),3,Comedy|Romance
63965,110,Braveheart (1995),4.5,Action|Drama|War
63965,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
63965,356,Forrest Gump (1994),3.5,Comedy|Drama|Romance|War
63965,527,Schindler's List (1993),4,Drama|War
63965,260,Star Wars: Episode IV - A New Hope (1977),3.5,Action|Adventure|Sci-Fi
63965,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
63965,1307,When Harry Met Sally... (1989),4,Comedy|Romance
63967,110,Braveheart (1995),3,Action|Drama|War
63967,2959,Fight Club (1999),3,Action|Crime|Drama|Thriller
63967,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
63967,527,Schindler's List (1993),4.5,Drama|War
63967,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
63967,1,Toy Story (1995),2.5,Adventure|Animation|Children|Comedy|Fantasy
63967,1307,When Harry Met Sally... (1989),2,Comedy|Romance
64042,110,Braveheart (1995),4,Action|Drama|War
64042,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
64042,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
64042,527,Schindler's List (1993),4,Drama|War
64042,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
64042,1,Toy Story (1995),4.5,Adventure|Animation|Children|Comedy|Fantasy
64042,1307,When Harry Met Sally... (1989),3,Comedy|Romance
64050,110,Braveheart (1995),4,Action|Drama|War
64050,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
64050,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
64050,527,Schindler's List (1993),4,Drama|War
64050,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
64050,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
64050,1307,When Harry Met Sally... (1989),5,Comedy|Romance
64055,110,Braveheart (1995),4.5,Action|Drama|War
64055,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
64055,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
64055,527,Schindler's List (1993),4,Drama|War
64055,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
64055,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
64055,1307,When Harry Met Sally... (1989),4.5,Comedy|Romance
64060,110,Braveheart (1995),4.5,Action|Drama|War
64060,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
64060,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
64060,527,Schindler's List (1993),4,Drama|War
64060,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
64060,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
64060,1307,When Harry Met Sally... (1989),4,Comedy|Romance
64173,110,Braveheart (1995),5,Action|Drama|War
64173,2959,Fight Club (1999),3,Action|Crime|Drama|Thriller
64173,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
64173,527,Schindler's List (1993),5,Drama|War
64173,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
64173,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
64173,1307,When Harry Met Sally... (1989),5,Comedy|Romance
64236,110,Braveheart (1995),5,Action|Drama|War
64236,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
64236,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
64236,527,Schindler's List (1993),4,Drama|War
64236,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
64236,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
64236,1307,When Harry Met Sally... (1989),4,Comedy|Romance
64282,110,Braveheart (1995),5,Action|Drama|War
64282,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
64282,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
64282,527,Schindler's List (1993),5,Drama|War
64282,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
64282,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
64282,1307,When Harry Met Sally... (1989),4,Comedy|Romance
64337,110,Braveheart (1995),5,Action|Drama|War
64337,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
64337,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
64337,527,Schindler's List (1993),5,Drama|War
64337,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
64337,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
64337,1307,When Harry Met Sally... (1989),2,Comedy|Romance
64356,110,Braveheart (1995),4.5,Action|Drama|War
64356,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
64356,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
64356,527,Schindler's List (1993),4.5,Drama|War
64356,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
64356,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
64356,1307,When Harry Met Sally... (1989),3,Comedy|Romance
64357,110,Braveheart (1995),3.5,Action|Drama|War
64357,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
64357,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
64357,527,Schindler's List (1993),4,Drama|War
64357,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
64357,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
64357,1307,When Harry Met Sally... (1989),2.5,Comedy|Romance
64363,110,Braveheart (1995),4,Action|Drama|War
64363,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
64363,356,Forrest Gump (1994),3.5,Comedy|Drama|Romance|War
64363,527,Schindler's List (1993),4.5,Drama|War
64363,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
64363,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
64363,1307,When Harry Met Sally... (1989),4,Comedy|Romance
64371,110,Braveheart (1995),2,Action|Drama|War
64371,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
64371,356,Forrest Gump (1994),3,Comedy|Drama|Romance|War
64371,527,Schindler's List (1993),5,Drama|War
64371,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
64371,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
64371,1307,When Harry Met Sally... (1989),3,Comedy|Romance
64379,110,Braveheart (1995),4,Action|Drama|War
64379,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
64379,356,Forrest Gump (1994),5,Comedy|Drama|Romance|War
64379,527,Schindler's List (1993),4,Drama|War
64379,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
64379,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
64379,1307,When Harry Met Sally... (1989),4.5,Comedy|Romance
64476,110,Braveheart (1995),4,Action|Drama|War
64476,2959,Fight Club (1999),4.5,Action|Crime|Drama|Thriller
64476,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
64476,527,Schindler's List (1993),5,Drama|War
64476,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
64476,1,Toy Story (1995),5,Adventure|Animation|Children|Comedy|Fantasy
64476,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
64488,110,Braveheart (1995),5,Action|Drama|War
64488,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
64488,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
64488,527,Schindler's List (1993),5,Drama|War
64488,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
64488,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
64488,1307,When Harry Met Sally... (1989),4,Comedy|Romance
64516,110,Braveheart (1995),3.5,Action|Drama|War
64516,2959,Fight Club (1999),3.5,Action|Crime|Drama|Thriller
64516,356,Forrest Gump (1994),3.5,Comedy|Drama|Romance|War
64516,527,Schindler's List (1993),3,Drama|War
64516,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
64516,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
64516,1307,When Harry Met Sally... (1989),3.5,Comedy|Romance
64528,110,Braveheart (1995),3,Action|Drama|War
64528,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
64528,356,Forrest Gump (1994),3.5,Comedy|Drama|Romance|War
64528,527,Schindler's List (1993),4,Drama|War
64528,260,Star Wars: Episode IV - A New Hope (1977),3.5,Action|Adventure|Sci-Fi
64528,1,Toy Story (1995),3.5,Adventure|Animation|Children|Comedy|Fantasy
64528,1307,When Harry Met Sally... (1989),3,Comedy|Romance
64547,110,Braveheart (1995),4.5,Action|Drama|War
64547,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
64547,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
64547,527,Schindler's List (1993),4,Drama|War
64547,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
64547,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
64547,1307,When Harry Met Sally... (1989),3,Comedy|Romance
64606,110,Braveheart (1995),4,Action|Drama|War
64606,2959,Fight Club (1999),4,Action|Crime|Drama|Thriller
64606,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
64606,527,Schindler's List (1993),4,Drama|War
64606,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
64606,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
64606,1307,When Harry Met Sally... (1989),2,Comedy|Romance
64610,110,Braveheart (1995),5,Action|Drama|War
64610,2959,Fight Club (1999),3,Action|Crime|Drama|Thriller
64610,356,Forrest Gump (1994),3,Comedy|Drama|Romance|War
64610,527,Schindler's List (1993),4,Drama|War
64610,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
64610,1,Toy Story (1995),3,Adventure|Animation|Children|Comedy|Fantasy
64610,1307,When Harry Met Sally... (1989),5,Comedy|Romance
64618,110,Braveheart (1995),1.5,Action|Drama|War
64618,2959,Fight Club (1999),3.5,Action|Crime|Drama|Thriller
64618,356,Forrest Gump (1994),3,Comedy|Drama|Romance|War
64618,527,Schindler's List (1993),2.5,Drama|War
64618,260,Star Wars: Episode IV - A New Hope (1977),4,Action|Adventure|Sci-Fi
64618,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
64618,1307,When Harry Met Sally... (1989),2.5,Comedy|Romance
64671,110,Braveheart (1995),4,Action|Drama|War
64671,2959,Fight Club (1999),4.5,Action|Crime|Drama|Thriller
64671,356,Forrest Gump (1994),4,Comedy|Drama|Romance|War
64671,527,Schindler's List (1993),3.5,Drama|War
64671,260,Star Wars: Episode IV - A New Hope (1977),4.5,Action|Adventure|Sci-Fi
64671,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
64671,1307,When Harry Met Sally... (1989),4,Comedy|Romance
64682,110,Braveheart (1995),4.5,Action|Drama|War
64682,2959,Fight Club (1999),5,Action|Crime|Drama|Thriller
64682,356,Forrest Gump (1994),4.5,Comedy|Drama|Romance|War
64682,527,Schindler's List (1993),3.5,Drama|War
64682,260,Star Wars: Episode IV - A New Hope (1977),5,Action|Adventure|Sci-Fi
64682,1,Toy Story (1995),4,Adventure|Animation|Children|Comedy|Fantasy
64682,1307,When Harry Met Sally... (1989),4,Comedy|Romance
